Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Category,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Parallel Universe,Special?,Error Immune,Show Gold,Appears For Parts,Hide Reuseable,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Combat Silver,Roll an odd dice|(3 uses),2,givedice(rand([1|3|5]));,Random Roll,NORMAL,,ITEM,GRAY,,,,none,3,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Combat Flip,Megaflip|Flip all dice upside down,2,var c = 0; for (mydice in self.dicepool){ if (mydice.available()){ mydice.animatereroll((7 - mydice.basevalue)| self.screenposition()| c * 0.05); c++; } },Megaflip,,,BACKUP,GRAY,,,,none,0,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Combat Ungerade,Double dice value[;]|then subtract 1|(2 uses),2,givedice(((d * 2) - 1)| ~combinedice~);,Clone Device,MAX5,,ITEM,GRAY,,,,none,2,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Combat Spanner,Combine dice|(3 uses),2,for(ad in actualdice) { if(ad.basevalue == 6) bonus(-1000); } if(d >= 1) givedice(d| ~combinedice~);,Battle Wrench,NORMAL|NORMAL,,ITEM,GRAY,,,,none,3,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Combat Calculate,Autoroll|Roll a random amount|of dice that add up to 12,2,//jacke suggested this card; cool guy,Magic Dice,,,BACKUP,GRAY,,,,none,0,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,var rolls = []; var left = 12; while(left > 0) { var r = rand([1|2|3|4|5|6]); if(r > left) { r = left; } rolls.push(r); left -= r; } givedice(rolls); sfx(~jackpot_autoroll~);,,,
Combat Keyhole,Flip & split[;] flip results|(2 uses),2,var s = split(7-d); givedice([7-s[0]|7-s[1]]);,Clone Device,MAX4,,ITEM,GRAY,,,,splitdice,2,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Combat Scroll,Bump dice under 6 when|you use any equipment,2,,Megabump,,,ITEM,GRAY,,,,none,0,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,if(e.shockedsetting == 0) { var c = 0; for (mydice in self.dicepool){ if (mydice.available()){ if (mydice.basevalue < 6){ mydice.animatereroll((mydice.basevalue + 1)| self.screenposition()| c * 0.05); } c++; } } },,,,
Combat Innovate,Get a dice you don't have|(2 uses),2,var notseen = [1|2|3|4|5|6]; notseen.remove(d); for (mydice in self.dicepool){ if (mydice.available() && notseen[notseen.indexOf(mydice.basevalue)] != null) {notseen.remove(mydice.basevalue);} } if (notseen.length == 0) {givedice(d); self.textparticle(~You've got all dice!~);} else { shuffle(notseen); givedice(notseen[0]); },Conformity,NORMAL,,ITEM,GRAY,,,,none,2,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Vanity Mirror,Turn start: roll an extra dice|Turn end: take [sword]4 if unused,1,e.setvar(~vmirrorused~|true);,Magic Dice,ODD,,ITEM,PURPLE,simplify,change_power,,_thinghappens,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,e.resetvar(~vmirrorused~);,e.animate(~flashandshake~); givedice();,e.animate(~flashandshake~); if(e.getvar(~vmirrorused~) != true) { attackself(4); } e.resetvar(~vmirrorused~);,,,,,
Vanity Mirror_downgraded,Turn start: roll an extra dice|Turn end: take [sword]6 if unused,1,e.setvar(~vmirrorused~|true);,Magic Dice,ODD,,ITEM,PURPLE,,,,_thinghappens,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,e.resetvar(~vmirrorused~);,e.animate(~flashandshake~); givedice();,e.animate(~flashandshake~); if(e.getvar(~vmirrorused~) != true) { attackself(6); } e.resetvar(~vmirrorused~);,,,,,
Combat Crucible,Roll four new burning dice,2,inflictself(FIRE| 4); givedice([rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])]);,Random Roll,NORMAL,,ITEM,GRAY,,,,none,0,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Combat Murk,Roll four new blind dice,2,inflictself(BLIND| 4); givedice([rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])]);,Obfuscate,NORMAL,,ITEM,GRAY,,,,none,0,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Steel Sword,Do [sword]<d6> damage[;] on 6[;]|this can kill vampires,2,if(d == 6 && target.hp <= 6 && getstatus(VAMPIRE) > 0) { removestatus(VAMPIRE| ALL); } attack(d);,Heat Ray,NORMAL,,WEAPON,GRAY,change_power,change_power,vampire,_damage,0,NO,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Steel Sword_downgraded,Do [sword]<d6> damage[;] on 6[;]|this can kill vampires,2,if(d == 6 && target.hp <= 6 && getstatus(VAMPIRE) > 0) { removestatus(VAMPIRE| ALL); } attack(d);,Heat Ray,MIN4,,WEAPON,GRAY,,,,_damage,0,NO,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Steel Sword_upgraded,Do [sword]<d6> damage[;] on 6[;]|this can kill vampires,2,if(d == 8 && target.hp <= 8 && getstatus(VAMPIRE) > 0) { removestatus(VAMPIRE| ALL); } attack(d);,Heat Ray,NORMAL|FREE2,,WEAPON,GRAY,,,,_damage,0,NO,NO,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Steel Sword?,Do [sword]<d6> damage,2,attack(d);,Heat Ray,NORMAL|FREE6,,WEAPON,GRAY,change_power,change_power,,_damage,0,NO,NO,YES,YES,NO,NO,NO,NO,,,,,,,,,,,
Steel Sword?_downgraded,Do [sword]<d6> damage,2,attack(d);,Heat Ray,NORMAL|FREE3,,WEAPON,GRAY,,,,_damage,0,NO,NO,YES,YES,NO,NO,NO,NO,,,,,,,,,,,
Steel Sword?_upgraded,Do [sword]<d6> damage,2,attack(d);,Heat Ray,NORMAL|FREE3|FREE3|FREE3,,WEAPON,GRAY,,,,_damage,0,NO,NO,YES,YES,NO,NO,NO,NO,,,,,,,,,,,
Sharp Key,Do [sword]<d6> damage[;]|split a random dice,2,attack(d); sfxdamage(d); var dicelist = []; if(!simulation) { for (mydice in self.dicepool){ if (mydice.available()){ dicelist.push(mydice); } } if(dicelist.length > 0) { var randdice = rand(dicelist); randdice.removedice(self.screenposition()); givedice(split(randdice.basevalue)|~splitdice~); } },Magic Lockpick,NORMAL,,WEAPON,GREEN,change_power,change_function,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Sharp Key_upgraded,Do [sword]<d6> damage[;]|split a random dice|On 6[;] split in 3 instead,2,attack(d); sfxdamage(d); var dicelist = []; if(!simulation) { for (mydice in self.dicepool){ if (mydice.available()){ dicelist.push(mydice); } } if(dicelist.length > 0) { var randdice = rand(dicelist); randdice.removedice(self.screenposition()); if(d != 6) { givedice(split(randdice.basevalue)|~splitdice~); } else { givedice(split(randdice.basevalue| 3)|~splitdice~); } } },Magic Lockpick,NORMAL,,WEAPON,GREEN,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Sharp Key_downgraded,Do [sword]<d6> damage[;]|split a random dice|no greater than 4,2,attack(d); sfxdamage(d); var dicelist = []; if(!simulation) { for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue <= 4 ){ dicelist.push(mydice); } } if(dicelist.length > 0) { var randdice = rand(dicelist); randdice.removedice(self.screenposition()); givedice(split(randdice.basevalue)|~splitdice~); } },Magic Lockpick,NORMAL,,WEAPON,GREEN,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Pyrite,Gain [gold]12[;] lose it after fight|Delete this if you'd have debt|[gray](once per battle),2,self.gold += 12;,Harvest,COUNTDOWN,12,ITEM,PINK,change_power,change_function,,pickupgold,0,YES,YES,NO,YES,NO,YES,NO,NO,,,if(self.gold < 12) { e.setvar(~ncrsaysgetridofpyrite~|true); var cardlist = Deck.getcards(~all~); for(c in cardlist){ if(c.equipment.getvar(~ncrsaysgetridofpyrite~) == true) { c.delete(); } } } else { self.gold -= 12; },,,,,,,,
Pyrite_upgraded,Gain [gold]12[;] lose 10 after fight|Delete this if you'd have debt|[gray](once per battle),2,self.gold += 12;,Harvest,COUNTDOWN,12,ITEM,PINK,,,,pickupgold,0,YES,YES,NO,YES,NO,YES,NO,NO,,,if(self.gold < 10) { e.setvar(~ncrsaysgetridofpyrite~|true); var cardlist = Deck.getcards(~all~); for(c in cardlist){ if(c.equipment.getvar(~ncrsaysgetridofpyrite~) == true) { c.delete(); } } } else { self.gold -= 10; },,,,,,,,
Pyrite_downgraded,Gain [gold]10[;] lose 12 after fight|Delete this if you'd have debt|[gray](once per battle),2,self.gold += 10;,Harvest,COUNTDOWN,12,ITEM,PINK,,,,pickupgold,0,YES,YES,NO,YES,NO,YES,NO,NO,,,if(self.gold < 12) { e.setvar(~ncrsaysgetridofpyrite~|true); var cardlist = Deck.getcards(~all~); for(c in cardlist){ if(c.equipment.getvar(~ncrsaysgetridofpyrite~) == true) { c.delete(); } } } else { self.gold -= 12; },,,,,,,,
Pyrite_weakened,Gain [gold]10[;] lose it after fight|Delete this if you'd have debt|[gray](once per battle),2,self.gold += 10;,Harvest,COUNTDOWN,12,ITEM,PINK,,,,pickupgold,0,YES,YES,NO,YES,NO,YES,NO,NO,,,if(self.gold < 10) { e.setvar(~ncrsaysgetridofpyrite~|true); var cardlist = Deck.getcards(~all~); for(c in cardlist){ if(c.equipment.getvar(~ncrsaysgetridofpyrite~) == true) { c.delete(); } } } else { self.gold -= 10; },,,,,,,,
Distort,Reroll this dice|Lose [heart]<d6> health,1,if(self.hp > d) { bonus(d * 10000); } givedice(); pierceattackself(d);,Dice Bash,NORMAL,,ITEM,PURPLE,change_power,change_function,,_heal,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Distort_upgraded,Reroll this dice|Lose [heart]<d6> health|,1,if(self.hp > d) { bonus(d * 10000); } givedice(); pierceattackself(d);,Dice Bash,NORMAL,,ITEM,PURPLE,,,,_heal,2,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Distort_downgraded,Reroll this dice|Lose [heart]<d6>x0.5 health,1,if(self.hp > d/2) { bonus(d * 5000);  } givedice(); pierceattackself(d/2);,Dice Bash,NORMAL,,ITEM,PURPLE,,,,_heal,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Converted Chain,Heal [heal]<charge>[;] discharge [sword]<charge>|Damage yourself to charge,2,if(e.charge == 0) { bonus(-990000); } else { bonus(e.charge * 10000); } attack(e.charge); sfxdamage(e.charge); attackself(-e.charge); e.charge = 0; if(!simulation) { self.setvar(~selfdmg~|0); },Deep Breath,DOUBLES|DOUBLES,,WEAPON,PINK,change_power,change_function,,_heal,0,NO,NO,NO,NO,NO,NO,NO,NO,,self.setvar(~selfdmg~|0); e.charge = 0;,var l = e.fulldescription.split(self.getvar(~selfdmg~)); if(l.length > 1) { e.fulldescription = l.join(~<charge>~); } self.setvar(~selfdmg~|0); e.charge = 0;,var l = e.fulldescription.split(self.getvar(~selfdmg~)); if(l.length > 1) { e.fulldescription = l.join(~<charge>~); } e.charge = self.getvar(~selfdmg~);,,var l = e.fulldescription.split(~<charge>~); if(l.length > 1) { e.fulldescription = l.join(e.charge); } self.setvar(~selfdmg~|e.charge);,,,,,
Converted Chain_downgraded,Heal and discharge[;] but|do zero damage,2,if(e.charge < 6) { bonus(-990000); } attackself(-e.charge); e.charge = 0; if(!simulation) { self.setvar(~selfdmg~|0); },Deep Breath,DOUBLES|DOUBLES,,WEAPON,PINK,,,,_heal,0,NO,NO,NO,NO,NO,NO,NO,NO,,self.setvar(~selfdmg~|0); e.charge = 0;,var l = e.fulldescription.split(self.getvar(~selfdmg~)); if(l.length > 1) { e.fulldescription = l.join(~<charge>~); } self.setvar(~selfdmg~|0); e.charge = 0;,var l = e.fulldescription.split(self.getvar(~selfdmg~)); if(l.length > 1) { e.fulldescription = l.join(~<charge>~); } e.charge = self.getvar(~selfdmg~);,,var l = e.fulldescription.split(~<charge>~); if(l.length > 1) { e.fulldescription = l.join(e.charge); } self.setvar(~selfdmg~|e.charge);,,,,,
Converted Chain_upgraded,Heal [heal]1.5x<charge>[;] discharge [sword]<charge>|Damage yourself to charge,2,if(e.charge == 0) { bonus(-990000); } else { bonus(e.charge * 10000); } attack(e.charge); sfxdamage(e.charge); attackself(-(e.charge * 1.5)); e.charge = 0; if(!simulation) { self.setvar(~selfdmg~|0); },Deep Breath,DOUBLES|DOUBLES,,WEAPON,PINK,,,,_heal,0,NO,NO,NO,NO,NO,NO,NO,NO,,self.setvar(~selfdmg~|0); e.charge = 0;,var l = e.fulldescription.split(self.getvar(~selfdmg~)); if(l.length > 1) { e.fulldescription = l.join(~<charge>~); } self.setvar(~selfdmg~|0); e.charge = 0;,var l = e.fulldescription.split(self.getvar(~selfdmg~)); if(l.length > 1) { e.fulldescription = l.join(~<charge>~); } e.charge = self.getvar(~selfdmg~);,,var l = e.fulldescription.split(~<charge>~); if(l.length > 1) { e.fulldescription = l.join(e.charge); } self.setvar(~selfdmg~|e.charge);,,,,,
Folly,Do [sword]<d6> damage|to both enemy and you,1,if(self.hp > d) { bonus(d * 10000); } else { bonus(-990000); } attack(d); attackself(d); sfxdamage(d);,Dramatic Pause,MAX4,,WEAPON,PURPLE,change_power,change_function,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Folly_downgraded,Do [sword]<d6> damage|to both enemy and you,1,if(self.hp > d) { bonus(d * 10000); } else { bonus(-990000); } attack(d); attackself(d); sfxdamage(d); //originally folly downgraded was this; which i thought was kinda clever; but it doesn't make sense for jester since jester doesn't have fire resistance: if(self.hp > ((d/2) % 1 == 0 ? d/2 : d/2 + 0.5)) { bonus(d * 5000); } else { bonus(-990000); } attack(d|FIRE); attackself(d|FIRE); //help how do i ceiling,Dramatic Pause,MAX3,,WEAPON,PURPLE,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Folly_upgraded,Do [sword]<d6> damage|to both enemy and you[;]|and get a new dice,1,if(self.hp > d) { bonus(d * 10000); } else { bonus(-990000); } attack(d); attackself(d); sfxdamage(d); givedice();,Dramatic Pause,MAX4,,WEAPON,PURPLE,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Flicker,Inflict [vanish]1 vanish,1,if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); } //i thought matz' compartmentalization trick thing would've made this way less of a pain in the ass; but... ok it's still less of a pain in the ass than it would be if i had to copypaste the entire vanish handling code everywhere. thx matz,Delude,EVEN,,WEAPON,PINK,simplify,complicate,,_vanish,0,NO,NO,NO,NO,NO,NO,NO,NO,1,,,,,,,,,,
Fastball,Do <triple> damage[;] but|lose 3 dice this fight|(no effect if you'd have 0 dice),2,attack(d * 3); sfxdamage(d * 3); self.extradice -= 3; if(self.dice + self.extradice < 1) { self.extradice = 1 - self.dice; },Infinity Mirror,NORMAL,,WEAPON,PURPLE,,,,magic_gaindice,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Music Box,Heal 0.25x<charge>[;] return dice|Take self-damage to charge,2,attackself(-e.charge * 0.25);,Regenerate,DOUBLES|DOUBLES,,ITEM,RED,,,,_heal,0,NO,NO,NO,NO,NO,NO,NO,NO,,self.setvar(~selfdmg_music~|0); e.charge = 0;,var l = e.fulldescription.split(self.getvar(~selfdmg~)); if(l.length > 1) { e.fulldescription = l.join(~<charge>~); } self.setvar(~selfdmg~|0); e.charge = 0;,var l = e.fulldescription.split(self.getvar(~selfdmg_music~)); if(l.length > 1) { e.fulldescription = l.join(~<charge>~); } e.charge = self.getvar(~selfdmg_music~);,,var l = e.fulldescription.split(~<charge>~); if(l.length > 1) { e.fulldescription = l.join(e.charge); } self.setvar(~selfdmg_music~|e.charge);,,,,,
Welder,Combine with a random|dice[;] return this dice,1,var c = 0; var extradice = []; var dicelist = []; if(self.dicepool.length > 0) { for (mydice in self.dicepool){ if (mydice.available()) { dicelist.push(mydice); } } var thisdice = rand(dicelist); if (thisdice.basevalue + d > 6){ extradice.push((thisdice.basevalue + d) % 6); if(extradice[extradice.length - 1] == 0) { extradice[extradice.length - 1] = 6; } thisdice.animatereroll(6| self.screenposition()| c * 0.05); } else { thisdice.animatereroll((thisdice.basevalue + d)| self.screenposition()| c * 0.05); c++; } givedice(extradice); } givedice(d); sfx(~combinedice~);,Conformity,MAX4,,ITEM,GREEN,change_power,change_function,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Welder_upgraded,Combine dice[;] and|return one of them,1,var randice = rand(actualdice); if(d > 0) givedice(d|~combinedice~); givedice(randice.basevalue);,Conformity,MAX4|MAX4,,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Welder_downgraded,Combine with a|random dice,1,var c = 0; var extradice = []; var dicelist = []; if(self.dicepool.length > 0) { for (mydice in self.dicepool){ if (mydice.available()) { dicelist.push(mydice); } } var thisdice = rand(dicelist); if (thisdice.basevalue + d > 6){ extradice.push((thisdice.basevalue + d) % 6); if(extradice[extradice.length - 1] == 0) { extradice[extradice.length - 1] = 6; } thisdice.animatereroll(6| self.screenposition()| c * 0.05); } else { thisdice.animatereroll((thisdice.basevalue + d)| self.screenposition()| c * 0.05); c++; } givedice(extradice); sfx(~combinedice~); } else { self.textparticle(~No effect!~);,Conformity,MAX4,,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Third Place Cauldron,Get a different dice[;] do [sword]3|,1,givedice(rand([1|2|4|5|6])); attack(3);,Magic Dice,REQUIRE3,,WEAPON,ORANGE,change_power,change_function,,_damage,3,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Third Place Cauldron_upgraded,Get any dice[;] do [sword]3|,1,givedice(rand([1|2|3|4|5|6])); attack(3);,Magic Dice,REQUIRE3,,WEAPON,ORANGE,,,,_damage,3,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Third Place Cauldron_downgraded,Do [sword]3 damage|,1,attack(3);,Magic Dice,REQUIRE3,,WEAPON,ORANGE,,,,_damage,3,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Holy Water,Recover [heal]<d6> health|[gray](once per battle),1,attackself(-d);,Health Pack,MAX4|MAX4,,ITEM,GREEN,change_power,decreaserange,,_heal,0,YES,YES,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Holy Water_upgraded,Recover [heal]<d6> health|[gray](once per battle),2,attackself(-d);,Health Pack,MAX4|MAX4|MAX4|MAX4,,ITEM,GREEN,,,,_heal,0,YES,YES,NO,YES,NO,NO,NO,NO,,,,,,,,,,,
Ultra Spanner,Combine dice. On doubles[;]|recover [heal]<slotdoubles> health,1,if(actualdice[0].basevalue == actualdice[1].basevalue) { attackself(-actualdice[0].basevalue); sfx(~_heal~); } if(d >= 1) givedice(d| ~combinedice~);,Battle Wrench,MAX3|MAX3,,ITEM,GREEN,increaserange,,,_heal,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Ultra Spanner_downgraded,Combine dice. On doubles[;]|recover [heal]<slotdoubles> health instead,1,if(actualdice[0].basevalue == actualdice[1].basevalue) { attackself(-actualdice[0].basevalue); sfx(~_heal~); } else { if(d >= 1) givedice(d| ~combinedice~); },Battle Wrench,MAX3|MAX3,,ITEM,GREEN,,,,_heal,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Freeze,Error your skillcard[;]|roll two new dice|[gray](errors on jackpot),1,self.getskillcard().animate(~error~); givedice(); givedice();,Magic Dice,ODD,,ITEM,BRIGHTCYAN,simplify,doublerequirements,,roboterror,0,YES,NO,NO,YES,NO,NO,NO,NO,,,,,,,if(self.roll_jackpot > 0) { roboterror(self| [e]); },,,,
Junk Sword,Do [sword]<d6> damage. On 6[;]|if this is the last turn[;] this|is guaranteed for scrap,1,attack(d); if(d == 6) { sfx(~_thinghappens~); e.appearsforparts = true; },Less Fluff,NORMAL,,WEAPON,GRAY,change_power,change_power,,_damage,0,NO,NO,NO,YES,NO,NO,NO,NO,,,,e.appearsforparts = false;,,,,,,,
Junk Sword_upgraded,Do [sword]<d6> damage|[gray](Always offered as scrap),1,attack(d);,Less Fluff,NORMAL,,WEAPON,GRAY,,,,_damage,0,NO,NO,NO,YES,NO,NO,YES,NO,,,,,,,,,,,
Junk Sword_downgraded,Do [sword]<d6> damage. On 6[;]|if this is the last turn[;] this|is guaranteed for scrap,1,attack(d); if(d == 6) { sfx(~_thinghappens~); e.appearsforparts = true; },Less Fluff,EVEN,,WEAPON,GRAY,,,,_damage,0,NO,NO,NO,YES,NO,NO,NO,NO,,,,e.appearsforparts = false;,,,,,,,
Manual Turret,Deal [sword]3 damage,1,attack(3);,Dice Bash,COUNTDOWN|SPARE3,3,WEAPON,RED,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Smartwatch,At start of turn[;] get a dice|equal to current turn number|(max 6),1,,Magic Dice,,,ITEM,GRAY,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,e.animate(~flash~); /*var gd = turn % 6; if(gd == 0) { gd = 6; }*/ var gd = turn; if(gd > 6) { gd = 6; } givedice(gd); self.dicepool[self.dicepool.length - 1].x = e.x + 280; self.dicepool[self.dicepool.length - 1].y = e.y + 192; sfx(~jackpot_rolldice~); e.doequipmentaction(self|target|e.castdirection|[]|0.5|false);,,, ,,e.preventdefault = true; e.maintainfury = true;,
Smartwatch_upgraded,At start of turn[;] get a dice|equal to current turn number|(max 6) then do [sword]2,1,attack(2);,Magic Dice,,,ITEM,GRAY,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.animate(~flash~); /*var gd = turn % 6; if(gd == 0) { gd = 6; }*/ var gd = turn; if(gd > 6) { gd = 6; } givedice(gd); self.dicepool[self.dicepool.length - 1].x = e.x + 280; self.dicepool[self.dicepool.length - 1].y = e.y + 192; sfx(~jackpot_rolldice~); e.doequipmentaction(self|target|e.castdirection|[]|0.5|false);,,,,,e.preventdefault = true; e.maintainfury = true;,
Smartwatch_downgraded,At start of turn[;] get a dice|equal to current turn number|(max 6) but take [sword]2,1,attackself(2);,Magic Dice,,,ITEM,GRAY,,,,_damage,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,e.animate(~flash~); /*var gd = turn % 6; if(gd == 0) { gd = 6; }*/ var gd = turn; if(gd > 6) { gd = 6; } givedice(gd); self.dicepool[self.dicepool.length - 1].x = e.x + 280; self.dicepool[self.dicepool.length - 1].y = e.y + 192; sfx(~jackpot_rolldice~); e.doequipmentaction(self|target|e.castdirection|[]|0.5|false);,,,,,e.preventdefault = true; e.maintainfury = true;,
Bronze Dagger,Odd: do [sword]<d6> damage|Even: get an odd dice[;] reuse,2,if(d % 2 == 0) { givedice(rand([1|3|5])); } else { attack(d); sfxdamage(d); },Gadget Roll,NORMAL,,WEAPON,ORANGE,change_power,change_power,,none,-1,YES,NO,NO,NO,NO,NO,NO,YES,,,,,,,,if(d % 2 == 1) { e.usesleft = 0; e.castdirection = 1; } else { e.castdirection = 0; },,,
Bronze Dagger_upgraded,Even: do [sword]<d6> damage|Odd: get an even dice[;] reuse,2,if(d % 2 == 1) { givedice(rand([2|4|6])); } else { attack(d); sfxdamage(d); } //if(d % 2 == 1) { if(e.getvar(~oddused~) == true) { e.timesused -= 1; self.equipmentused--; } else {e.setvar(~oddused~|true); } givedice(rand([1|3|5])); } else { attack(d); sfxdamage(d); e.playcharactervoice(target.name); },Gadget Roll,NORMAL,,WEAPON,ORANGE,,,,none,-1,YES,NO,NO,NO,NO,NO,NO,YES,,,,//e.setvar(~oddused~|false);,,//e.setvar(~oddused~|false);,,if(d % 2 == 0) { e.usesleft = 0; e.castdirection = 1; } else { e.castdirection = 0; },,,
Bronze Dagger_downgraded,Odd: do [sword]<d6> damage|Even: get an odd dice,2,if(d % 2 == 0) { givedice(rand([1|3|5])); } else { attack(d); sfxdamage(d); },Gadget Roll,NORMAL,,WEAPON,ORANGE,,,,none,0,YES,NO,NO,NO,NO,NO,NO,YES,,,,,,,,if(d % 2 == 1) { e.castdirection = 1; } else { e.castdirection = 0; },,,
Jester,Marotte|Pick lowest dice[;] do|[sword]<d6> and reroll it,2,var dicelist = []; if(self.dicepool.length > 0) { for(mydice in self.dicepool) { if(mydice.available()) { dicelist.push(mydice); } } dicelist.sort(function(a|b) return a.basevalue - b.basevalue); for(mydice in dicelist) { if(mydice.basevalue > dicelist[0].basevalue) { dicelist.remove(mydice); } } var dicelistcopy = dicelist.copy(); for(mydice in dicelist) { if(mydice.burn) { dicelist.remove(mydice); } } for(mydice in dicelist) { if(mydice.blind) { dicelist.remove(mydice); } } if(dicelist.length > 0) { attack(dicelist[0].basevalue); dicelist[0].animatereroll(rand([1|2|3|4|5|6])|self.screenposition()); } else { dicelist = dicelistcopy.copy(); for(mydice in dicelist) { if(mydice.blind) { dicelist.remove(mydice); } } if(dicelist.length > 0) { attack(dicelist[0].basevalue); dicelist[0].animatereroll(rand([1|2|3|4|5|6])|self.screenposition()); } else { dicelist = dicelistcopy.copy(); for(mydice in dicelist) { if(mydice.burn) { dicelist.remove(mydice); } } if(dicelist.length > 0) { attack(dicelist[0].basevalue); dicelist[0].animatereroll(rand([1|2|3|4|5|6])|self.screenposition()); } else { dicelist = dicelistcopy.copy(); if(dicelist.length > 0) { attack(dicelist[0].basevalue); dicelist[0].animatereroll(rand([1|2|3|4|5|6])|self.screenposition()); } } } } } else { self.textparticle(~No dice!~); },Random Roll,,,BACKUP,RED,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,var dicelist = []; for (mydice in self.dicepool) { if (mydice.available()){ dicelist.push(mydice); } } dicelist.sort(function(a|b) { return a.basevalue - b.basevalue; } ); d = dicelist[0].basevalue;,,,
