Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: On Dodge,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Ice Crystal@crystallize,Do [ice]<d6> damage[;]|Freeze [ice]1 dice,2,attack(d| ICE); inflict(ICE); sfxdamage(target|d); sfx(~_ice~|~~|0.2);,Refrigerator,ODD,,BRIGHTCYAN,simplify,complicate,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Crystallize~ + e.namemodifier| true| false| e);,,,,,,,,
Power Crystal@crystallize,Gain a random blessing,2, var randomstatus = SHIELD; if(getstatusself(FURY) == 0) { randomstatus = rand([SHIELD|FURY|REDUCE|REEQUIPNEXT|DODGE]); }else { randomstatus = rand([SHIELD|REDUCE|REEQUIPNEXT|DODGE]); } var a = 1; if (randomstatus == SHIELD) a = 4; if (randomstatus == REDUCE) a = 2; inflictself(randomstatus | a); sfx(~_~ + randomstatus.toLowerCase()|~~|0.2);,Power Up,EVEN,,PURPLE,simplify,complicate,,none,0,YES,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Crystallize~ + e.namemodifier| true| false| e);,,,,,,,donothing();,
Smokey Crystal@crystallize,Curse enemy,2,inflict(CURSE); sfx(~_curse~);,Dramatic Pause,ODD,,PURPLE,simplify,complicate,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Crystallize~ + e.namemodifier| true| false| e);,,,,,,,,
Life Crystal@crystallize,Recover [heal]<d6> health,2,attackself(-d); sfx(~_heal~);,Regenerate,MAX4,,GREEN,increaserange,complicate,,none,0,YES,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Crystallize~ + e.namemodifier| true| false| e);,,,,,,,,
Hollow Crystal@crystallize,Do [sword]<d6> dmg,2,attack(d); sfxdamage(target|d);,Plasma Gun,NORMAL,,GRAY,add2,complicate,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Crystallize~ + e.namemodifier| true| false| e);,,,,,,,,
Energy Crystal@crystallize,Deal [vanish]<d6> damage|Inflict [vanish]1 vanish,2,sfxdamage(target|d); attack(d|VANISH); inflict(~ncr_vanish~);,Delude,EVEN,,PINK,simplify,complicate,,_vanish,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Crystallize~ + e.namemodifier| true| false| e);,,,,,,,,
Book Bash,Do [sword]2 damage[;] put|this dice in your spellbook|,1,attack(2); sfxdamage(target|2); trace(self.getskillcard().skillcard); if(self.getskillcard().skillcard == ~witch~) self.getskillcard().assigndice(actualdice[0]); else self.textparticle(~Uhh...~); /*originally this was 3 dmg; one use. jacke said it was too much like keyblade and could be 1 dmg reusable; like a passive that does 1 dmg every time you insert a spell at the cost of taking up a spell slot. this is a compromise (also the latter would probably cost 2 to cast)*/,Stardust,NORMAL,,GREEN,change_power,removereusable,,none,2,,,witchonly,1,,,,,,,,,,e.maintainfury = true; e.preventdefault = true;,
Book Bash_upgraded,Do [sword]1 damage[;] put|this dice in your spellbook|,1,attack(1); sfxdamage(target|1); trace(self.getskillcard().skillcard); if(self.getskillcard().skillcard == ~witch~) self.getskillcard().assigndice(actualdice[0]); else self.textparticle(~Uhh...~);,Stardust,NORMAL,,GREEN,,,,none,4,,,witchonly,,,,,,,,,,,e.maintainfury = true; e.preventdefault = true;,
Rotary Dial,Move all spells down by|<d6> places[;] return dice,1,if(self.getskillcard().skillcard == ~witch~) { var myspells = []; for(i in 1...7) myspells.push(Spellbook.spellname(i)); for(i in 0...d) myspells.unshift(myspells.pop()); for(i in 0...myspells.length) { var newspell = myspells[i]; if(newspell != ~~) Spellbook.changespellflash(i + 1| newspell); else Spellbook.erase(i + 1); } if(d == 6) self.textparticle(~No effect!~); } else { self.textparticle(~Uhh...~); } givedice(d);,Stardust,MAX5,,ORANGE,change_power,change_power,,none,,YES,,witchonly,1,,,,,,,,,,,
Rotary Dial_upgraded,Move all spells down by|<d6> places[;] return dice|,1,if(self.getskillcard().skillcard == ~witch~) { var myspells = []; for(i in 1...7) myspells.push(Spellbook.spellname(i)); for(i in 0...d) myspells.unshift(myspells.pop()); for(i in 0...myspells.length) { var newspell = myspells[i]; if(newspell != ~~) Spellbook.changespellflash(i + 1| newspell); else Spellbook.erase(i + 1); } if(d == 6) self.textparticle(~No effect!~); } else { self.textparticle(~Uhh...~); } givedice(d);,Stardust,MAX5,,ORANGE,,,,none,2,YES,,witchonly,,,,,,,,,,,,
Rotary Dial_downgraded,Move all spells down by|<d6> places,1,if(self.getskillcard().skillcard == ~witch~) { var myspells = []; for(i in 1...7) myspells.push(Spellbook.spellname(i)); for(i in 0...d) myspells.unshift(myspells.pop()); for(i in 0...myspells.length) { var newspell = myspells[i]; if(newspell != ~~) Spellbook.changespellflash(i + 1| newspell); else Spellbook.erase(i + 1); } if(d == 6) self.textparticle(~No effect!~); } else { self.textparticle(~Uhh...~); },Stardust,MAX5,,ORANGE,,,,none,,YES,,witchonly,,,,,,,,,,,,
Bookmark,Do [sword]<d6> damage. On 6[;]|cast a random spell,1,attack(d); sfxdamage(target|d); if(d == 6) { var acceptablevalues = []; for(i in 1...7) if(!Spellbook.isempty(i)) acceptablevalues.push(i); if(acceptablevalues.length > 0 && self.getskillcard().skillcard == ~witch~) { var castdice = new elements.Dice(); castdice.basevalue = rand(acceptablevalues); self.getskillcard().assigndice(castdice); sfx(~_thinghappens~|~~|0.2); } else self.textparticle(~Uhh...~); },Stardust,NORMAL,,GREEN,change_power,change_power,,none,,,,witchonly,1,,,,,,,,,,,
Bookmark_upgraded,Do [sword]<d6> damage. On 4-6[;]|cast a random spell,1,attack(d); sfxdamage(target|d); if(d > 3) { var acceptablevalues = []; for(i in 1...7) if(!Spellbook.isempty(i)) acceptablevalues.push(i); if(acceptablevalues.length > 0 && self.getskillcard().skillcard == ~witch~) { var castdice = new elements.Dice(); castdice.basevalue = rand(acceptablevalues); self.getskillcard().assigndice(castdice); sfx(~_thinghappens~|~~|0.2); } else self.textparticle(~Uhh...~); },Stardust,NORMAL,,GREEN,,,,none,,,,witchonly,,,,,,,,,,,,
Bookmark_downgraded,Do [sword]<d6> damage,1,attack(d); sfxdamage(target|d);,Stardust,NORMAL,,GREEN,,,,none,,,,witchonly,,,,,,,,,,,,
Aether Portal,[shock]Shock yourself[;] clone dice|[gray](Reusable)|[80%][gray]''So we back in the mine''[],1,if(simulation) bonus(-50); givedice([d|d]); inflictself(SHOCK); self.applyequipmentcurses(); /*obvious reference to more fluff's 'nether portal'*/,Clone Device,MAX4,,YELLOW,simplify,change_power,,none,-1,YES,NO,hidereuseable,1,,,,,,,,,,,
Aether Portal_downgraded,[shock]Shock yourself[;] clone dice|[80%][gray]''So we back in the mine''[],1,if(simulation) bonus(-50); givedice([d|d]); inflictself(SHOCK); self.applyequipmentcurses(); /*i don't even remember what version of minecraft aether last worked with*/,Clone Device,MAX4,,YELLOW,,,,none,,YES,NO,hidereuseable,,,,,,,,,,,,
Ender Portal,[weaken]Weaken self[;] clone dice|[gray](Reusable)|[80%][gray]''So we back in the mine''[],1,if(simulation) bonus(-50); givedice([d|d]); inflictself(WEAKEN); self.applyequipmentcurses(); /*ender portal would be more fitting for 'get cursed'; and nether portal would be more fitting for 'get weakened'; but like i'm not in control of morefluff here*/,Clone Device,MAX4,,PURPLE,simplify,change_power,weaken,none,-1,YES,NO,hidereuseable,1,,,,,,,,,,,
Ender Portal_downgraded,[weaken]Weaken self[;] clone dice|[80%][gray]''So we back in the mine''[],1,if(simulation) bonus(-50); givedice([d|d]); inflictself(WEAKEN); self.applyequipmentcurses();,Clone Device,MAX4,,PURPLE,,,,none,,YES,NO,hidereuseable,,,,,,,,,,,,
Ender Portal?,Take [weaken]<d6> dmg[;] clone dice|[gray](Reusable)|[80%][gray]''So we back in the mine''[],1,if(simulation) bonus(-50); givedice([d|d]); attackself(d|WEAKEN); sfxdamage(self|d); sfx(~apply_weaken_to_equipment~|~~|0.2);,Clone Device,MAX4,,PURPLE,simplify,change_power,,none,4,YES,NO,hidereuseable|alternateversion,1,,,,,,,,,,,
Ender Portal?_downgraded,Take [weaken]<d6> dmg[;] clone dice|[80%][gray]''So we back in the mine''[],1,if(simulation) bonus(-50); givedice([d|d]); attackself(d|WEAKEN); sfxdamage(self|d); sfx(~apply_weaken_to_equipment~|~~|0.2);,Clone Device,MAX4,,PURPLE,,,,none,,YES,NO,hidereuseable|alternateversion,,,,,,,,,,,,
Duplicauld,Do [sword]1[;] roll 2 of a new dice,1,attack(1); sfxdamage(target|1); var newvalue = rand([1|2|3|4|5|6]); givedice([newvalue|newvalue]);,Replicate,MAX2,,PURPLE,change_power,change_power,,none,,,,,1,,,,,,,,,,,
Duplicauld_upgraded,Do [sword]1[;] roll 2 of a new dice|,1,attack(1); sfxdamage(target|1); var newvalue = rand([1|2|3|4|5|6]); givedice([newvalue|newvalue]);,Replicate,MAX2,,PURPLE,,,,none,2,,,,,,,,,,,,,,,
Duplicauld_downgraded,Do [sword]1[;] roll a new dice,1,attack(1); sfxdamage(target|1); givedice();,Replicate,MAX2,,PURPLE,,,,none,,,,,,,,,,,,,,,,
Manual Hook,Gain [recycle]Re-Equip[;]|spare 2 provided,1,inflictself(REEQUIPNEXT);,Sustainability,REQUIRE2|REQUIRE2|SPARE2,,GREEN,change_power,change_power,,_recycle,0,YES,NO,,,,,e.resetslots();,,e.slots = [~REQUIRE2~|~REQUIRE2~|~FREE2~];,e.resetslots();,,,,,
Manual Hook_upgraded,Gain [recycle]Re-Equip[;]|spare 2 provided,1,inflictself(REEQUIPNEXT);,Sustainability,EVEN|EVEN|SPARE2,,GREEN,,,,_recycle,0,YES,NO,,,,,e.resetslots();,,e.slots = [~REQUIRE2~|~REQUIRE2~|~FREE2~];,e.resetslots();,,,,,
Manual Hook_downgraded,No effect,1,self.textparticle(~No effect!~); /*you can't reach this right now for whatever reason - equip with spares just isn't targeted by weaken*/,Sustainability,REQUIRE2|REQUIRE2|SPARE2,,GREEN,,,,_recycle,0,YES,NO,,,,,e.resetslots();,,e.slots = [~REQUIRE2~|~REQUIRE2~|~FREE2~];,e.resetslots();,,,,,
Reverse Emulation,Mimic the gadget of the|last card the enemy used,1,self.textparticle(~No effect!~); /*reference to this elaborate joke video: https://www.youtube.com/watch?v=ar9WRwCiSr0 */,Boltzmann Brain,EVEN,,PURPLE,simplify,change_power,,none,0,YES,NO,hidereuseable,,,e.fulldescription = ~[quote]Broken Gadget[quote]~ + ~#~.substr(0|1) + ~No effect~; self.setvar(~phillip~|false);,e.fulldescription = ~[quote]Broken Gadget[quote]~ + ~#~.substr(0|1) + ~No effect~;,e.scriptrunner = null; var gadgettomimic = ~~; if(target.lastequipmentused != null) { gadgettomimic = target.lastequipmentused.gadget; } else { gadgettomimic = ~Broken Gadget~; }  e.onceperbattle = false; if(gadgettomimic == ~Gadget Roll~ # gadgettomimic == ~Mirror Smash~) { e.usesleft = 3; } trace(gadgettomimic); var descriptioncheck = new elements.Skill(gadgettomimic); if(descriptioncheck.description.indexOf(~(once)~) != -1) { e.onceperbattle = true; } e.fulldescription = ~[quote]~ + gadgettomimic + ~[quote]~ + ~#~.substr(0|1) + descriptioncheck.description;  e.castdirection = -1; var cfterms = [~attack(~|~sfxdamage(target~|~drain(~|~inflict(~|~\~|target|self|~]; for(term in cfterms) { if(descriptioncheck.script.indexOf(term) != -1) { e.castdirection = 1; break; } }  e.maintainfury = false; e.preventdefault = false; if(descriptioncheck.script.split(~inflictself(FURY)~).length > 1) { e.maintainfury = true; e.preventdefault = true; }  var specialcases = [~Phillips Head~|~Underwhelm~]; if(specialcases.indexOf(gadgettomimic) != -1) { if(gadgettomimic == ~Phillips Head~) { e.script = ~if(self.getvar(\~usedalready\~) == 0) { attack(3); sfxdamage(target|3); self.setvar(\~usedalready\~|1); } else { attack(6); sfxdamage(target|6); }~; } if(gadgettomimic == ~Underwhelm~) { e.script = ~if(!self.getvar(\~torrentunderwhelm\~) > 0) {self.setvar(\~torrentunderwhelm\~|5);} attack(self.getvar(\~torrentunderwhelm\~)); sfxdamage(target|self.getvar(\~torrentunderwhelm\~)); if(self.getvar(\~torrentunderwhelm\~) > 1) {self.setvar(\~torrentunderwhelm\~|self.getvar(\~torrentunderwhelm\~)-1);}~; } } else {  var mimicthis = descriptioncheck.script; trace(mimicthis); mimicthis = mimicthis.split(~Gadget.changegadget(~).join(~/~ + ~/Gadget.changegadget(~); trace(mimicthis); e.script = ~trace(\~aaaa\~); trace(e.script); if(!simulation) { var soundgadget = new elements.Skill(\~~ + gadgettomimic + ~\~); soundgadget.script = \~\~; soundgadget.execute(self|target); } ~ + mimicthis + ~ trace(\~~ + mimicthis + ~\~); trace(e.script);~; trace(e.script);  },if(target.lastequipmentused != null && target.lastequipmentused.gadget == ~Pure Evil~) { inflictself(CURSE); sfx(~_curse~); e.animate(~flashandshake~); } trace(e.script);,,var alreadyupdating = false; if(self.getskillcard() != null && self.getskillcard().name == ~Inventor Gadgets~) alreadyupdating = true; if(!onlimit && !alreadyupdating) { self.setvar(~invgadgets_eqsused~|self.getvar(~invgadgets_eqsused~) + 1); if(self.getvar(~invgadgets_eqsused~) % 2 == 0) { self.setvar(~invgadgets_eqsused_display~|self.getvar(~invgadgets_eqsused_display~) + 1); } },,,,
Reverse Emulation_downgraded,[quote]Broken Gadget[quote]|No effect,1,self.textparticle(~No effect!~);,Boltzmann Brain,EVEN,,PURPLE,,,,none,0,YES,NO,hidereuseable,,,,,,,,,,,,
Grovel,Do [weaken]<d6> damage[;]|on <d6>[;] inflict [weaken]1 weaken,2,attack(d|WEAKEN); e.setvar(~test~|true); if(!e.getvar(~sicknum~) > 0) { e.setvar(~sicknum~|d); var j = e.fulldescription.split(~on <d6>~); e.fulldescription = j.join(~on ~ + e.getvar(~sicknum~)); for(eq in self.equipment) { if(e.getvar(~test~) == true && eq.getvar(~test~) == true && eq.ready) { if(eq.fulldescription.split(~on ~ + e.getvar(~sicknum~)).length == 1) { eq.fulldescription = j.join(~on ~ + e.getvar(~sicknum~)); eq.setvar(~sicknum~|e.getvar(~sicknum~)); eq.animate(~flash~); } eq.setvar(~test~|false); break; } } } sfxdamage(target|d); if((e.getvar(~sicknum~) != e.fulldescription.substr(28|1) - 0) && (e.fulldescription.substr(28|1) > 0)) { e.setvar(~sicknum~|e.fulldescription.substr(28|1) - 0); } trace(e.getvar(~sicknum~)); if(d == e.getvar(~sicknum~) # d == e.fulldescription.substr(28|1) - 0) { inflict(WEAKEN); sfx(~_weaken~|~~|0.2); } e.setvar(~test~|false);,Scream,NORMAL,,ORANGE,reducesize,change_power,,none,0,NO,NO,,,,e.fulldescription = ~Do [weaken]<d6> damage[~ + ~;]~ + ~#~.substr(0|1) + ~on <d6>[~ + ~;] inflict [weaken]1 weaken~; e.setvar(~sicknum~|0);,e.fulldescription = ~Do [weaken]<d6> damage[~ + ~;]~ + ~#~.substr(0|1) + ~on <d6>[~ + ~;] inflict [weaken]1 weaken~; e.setvar(~sicknum~|0);,if(e.fulldescription.split(~on <d6>~).length > 1 && e.getvar(~sicknum~) > 0) { e.fulldescription = e.fulldescription.split(~on <d6>~).join(~on ~ + e.getvar(~sicknum~)); },e.setvar(~oldrow~|e.row); e.setvar(~oldcolumn~|e.column);,,e.setvar(~oldrow~|e.row); e.setvar(~oldcolumn~|e.column);,for(eq in self.equipment) { if(eq.name == e.name && eq.namemodifier == e.namemodifier && (eq.y + 10) >= e.y && (eq.y - 10) <= e.y && (eq.x + 10) >= e.x && (eq.x - 10) <= e.x) { eq.setvar(~test~|true); } },,,e.setvar(~oldrow~|e.row); e.setvar(~oldcolumn~|e.column);
Grovel_downgraded,Do [weaken]<d6> damage,2,attack(d|WEAKEN); sfxdamage(target|d);,Scream,NORMAL,,ORANGE,,,,none,0,NO,NO,,,,,e.fulldescription = ~Do [weaken]<d6> damage[~ + ~;]~ + ~#~.substr(0|1) + ~on <d6>[~ + ~;] inflict [weaken]1 weaken~; e.setvar(~sicknum~|0);,,,,,,,,
Grovel_weakened,Do [weaken]<d6> damage,1,attack(d|WEAKEN); sfxdamage(target|d);,Scream,NORMAL,,ORANGE,,,,none,0,NO,NO,,,,,e.fulldescription = ~Do [weaken]<d6> damage[~ + ~;]~ + ~#~.substr(0|1) + ~on <d6>[~ + ~;] inflict [weaken]1 weaken~; e.setvar(~sicknum~|0);,,,,,,,,
Grovel_deckupgrade,Do [weaken]<d6> damage[;]|on <d6>[;] inflict [weaken]2 weaken,2,attack(d|WEAKEN); e.setvar(~test~|true); if(!e.getvar(~sicknum~) > 0) { e.setvar(~sicknum~|d); var j = e.fulldescription.split(~on <d6>~); e.fulldescription = j.join(~on ~ + e.getvar(~sicknum~)); for(eq in self.equipment) { if(e.getvar(~test~) == true && eq.getvar(~test~) == true && eq.ready) { if(eq.fulldescription.split(~on ~ + e.getvar(~sicknum~)).length == 1) { eq.fulldescription = j.join(~on ~ + e.getvar(~sicknum~)); eq.setvar(~sicknum~|e.getvar(~sicknum~)); eq.animate(~flash~); } eq.setvar(~test~|false); break; } } } sfxdamage(target|d); if((e.getvar(~sicknum~) != e.fulldescription.substr(28|1) - 0) && (e.fulldescription.substr(28|1) > 0)) { e.setvar(~sicknum~|e.fulldescription.substr(28|1) - 0); } trace(e.getvar(~sicknum~)); if(d == e.getvar(~sicknum~) # d == e.fulldescription.substr(28|1) - 0) { inflict(WEAKEN|2); sfx(~_weaken~|~~|0.2); } e.setvar(~test~|false);,Scream,NORMAL,,ORANGE,,,,none,0,NO,NO,,,,e.fulldescription = ~Do [weaken]<d6> damage[~ + ~;]~ + ~#~.substr(0|1) + ~on <d6>[~ + ~;] inflict [weaken]1 weaken~; e.setvar(~sicknum~|0);,e.fulldescription = ~Do [shock]<d6> damage[~ + ~;]~ + ~#~.substr(0|1) + ~on <d6>[~ + ~;] inflict [shock]1 shock~; e.setvar(~sicknum~|0);,if(e.fulldescription.split(~on <d6>~).length > 1 && e.getvar(~sicknum~) > 0) { e.fulldescription = e.fulldescription.split(~on <d6>~).join(~on ~ + e.getvar(~sicknum~)); },e.setvar(~oldrow~|e.row); e.setvar(~oldcolumn~|e.column);,,e.setvar(~oldrow~|e.row); e.setvar(~oldcolumn~|e.column);,for(eq in self.equipment) { if(eq.name == e.name && eq.namemodifier == e.namemodifier && (eq.y + 10) >= e.y && (eq.y - 10) <= e.y && (eq.x + 10) >= e.x && (eq.x - 10) <= e.x) { eq.setvar(~test~|true); } },,,e.setvar(~oldrow~|e.row); e.setvar(~oldcolumn~|e.column);
Ghost Story,Inflict [shock] shock[;]|[vanish] vanish[;] and [ice] freeze,1,inflict(SHOCK); inflict(ICE); inflict(~ncr_vanish~); ,Oh No!,COUNTDOWN,7,PINK,change_power,change_power,,_multistatus,0,NO,NO,,1,,,,,,,,,,,
Ghost Story_upgraded,Inflict [shock]2 shock[;]|[vanish]2 vanish[;] [ice]2 freeze,1,inflict(SHOCK| 2); inflict(ICE| 2); inflict(~ncr_vanish~|2);,Oh No!,COUNTDOWN,7,PINK,,,,_multistatus,0,NO,NO,,,,,,,,,,,,,
Ghost Story_downgraded,Inflict [shock] shock[;]|[vanish] vanish[;] or [ice] freeze,1,var randstatus = rand([SHOCK|~vanish~|ICE]); if(randstatus != ~vanish~) { inflict(randstatus|1); } else { inflict(~ncr_vanish~); } sfx(~_~ + randstatus.toLowerCase()|~~|0.2);,Oh No!,COUNTDOWN,7,PINK,,,,none,0,NO,NO,,,,,,,,,,,,,
Ghost Town,Inflict [weaken] weaken[;]|[vanish] vanish[;] and [ice] freeze,1,inflict(WEAKEN); inflict(ICE); inflict(~ncr_vanish~); ,Oh No!,COUNTDOWN,7,PURPLE,change_power,change_power,,_multistatus,0,NO,NO,,1,,,,,,,,,,,
Ghost Town_upgraded,Inflict [weaken]2 weaken[;]|[vanish]2 vanish[;] [ice]2 freeze,1,inflict(WEAKEN| 2); inflict(ICE| 2); inflict(~ncr_vanish~|2);,Oh No!,COUNTDOWN,7,PURPLE,,,,_multistatus,0,NO,NO,,,,,,,,,,,,,
Ghost Town_downgraded,Inflict [weaken] weaken[;]|[vanish] vanish[;] or [ice] freeze,1,var randstatus = rand([WEAKEN|~vanish~|ICE]); if(randstatus != ~vanish~) { inflict(randstatus|1); } else { inflict(~ncr_vanish~); } sfx(~_~ + randstatus.toLowerCase()|~~|0.2);,Oh No!,COUNTDOWN,7,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
Haunted Oven,Inflict [shock] shock[;]|[vanish] vanish[;] and [fire] burn,1,inflict(SHOCK); inflict(FIRE); inflict(~ncr_vanish~); ,Oh No!,COUNTDOWN,7,PINK,change_power,change_power,,_multistatus,0,NO,NO,,1,,,,,,,,,,,
Haunted Oven_upgraded,Inflict [shock]2 shock[;]|[vanish]2 vanish[;] [fire]2 burn,1,inflict(SHOCK| 2); inflict(FIRE| 2); inflict(~ncr_vanish~|2);,Oh No!,COUNTDOWN,7,PINK,,,,_multistatus,0,NO,NO,,,,,,,,,,,,,
Haunted Oven_downgraded,Inflict [shock] shock[;]|[vanish] vanish[;] or [fire] burn,1,var randstatus = rand([SHOCK|~vanish~|FIRE]); if(randstatus != ~vanish~) { inflict(randstatus|1); } else { inflict(~ncr_vanish~); } sfx(~_~ + randstatus.toLowerCase()|~~|0.2);,Oh No!,COUNTDOWN,7,PINK,,,,none,0,NO,NO,,,,,,,,,,,,,
Haunted Bonfire,Inflict [weaken] weaken[;]|[vanish] vanish[;] and [fire] burn,1,inflict(WEAKEN); inflict(FIRE); inflict(~ncr_vanish~); ,Oh No!,COUNTDOWN,7,PURPLE,change_power,change_power,,_multistatus,0,NO,NO,,1,,,,,,,,,,,
Haunted Bonfire_upgraded,Inflict [weaken]2 weaken[;]|[vanish]2 vanish[;] [fire]2 burn,1,inflict(WEAKEN| 2); inflict(FIRE| 2); inflict(~ncr_vanish~|2);,Oh No!,COUNTDOWN,7,PURPLE,,,,_multistatus,0,NO,NO,,,,,,,,,,,,,
Haunted Bonfire_downgraded,Inflict [weaken] weaken[;]|[vanish] vanish[;] or [fire] burn,1,var randstatus = rand([WEAKEN|~vanish~|FIRE]); if(randstatus != ~vanish~) { inflict(randstatus|1); } else { inflict(~ncr_vanish~); } sfx(~_~ + randstatus.toLowerCase()|~~|0.2);,Oh No!,COUNTDOWN,7,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,,
